postcode,no of collectors,avg streets,new coll ratio,total collected,total donated,total received,avg collected,avg donated,avg received,avg coll age,no weekends,prof ratio,no prof coll
801,2,4.00,0.50,618.55,0.00,618.55,309.28,0.00,309.28,68.50,4,1.00,2
804,3,2.67,0.00,356.60,50.00,406.60,118.87,16.67,135.53,68.50,4,1.00,3
810,38,2.08,0.66,3782.75,349.25,4132.00,99.55,9.19,108.74,58.45,4,0.55,38
811,2,2.00,0.50,323.00,0.00,323.00,161.50,0.00,161.50,,4,1.00,2
812,21,2.33,0.76,1759.10,200.00,1959.10,83.77,9.52,93.29,64.18,4,0.62,21
813,1,2.00,1.00,155.70,0.00,155.70,155.70,0.00,155.70,,4,1.00,1
814,2,2.00,1.00,226.15,0.00,226.15,113.08,0.00,113.08,,4,1.00,2
820,17,2.65,0.82,2360.65,100.00,2460.65,138.86,5.88,144.74,67.56,4,0.65,17
822,1,1.00,0.00,52.90,0.00,52.90,52.90,0.00,52.90,,4,0.00,1
828,2,2.00,1.00,267.00,0.00,267.00,133.50,0.00,133.50,,4,1.00,2
830,18,2.17,0.50,1464.35,400.00,1864.35,81.35,22.22,103.58,51.70,4,0.61,18
831,1,1.00,0.00,10.00,0.00,10.00,10.00,0.00,10.00,,4,0.00,1
832,9,1.89,0.56,1706.35,57.00,1763.35,189.59,6.33,195.93,61.40,4,0.67,9
835,3,2.33,1.00,189.75,0.00,189.75,63.25,0.00,63.25,55.00,4,0.33,3
836,4,2.25,1.00,467.30,20.00,487.30,116.83,5.00,121.83,55.67,4,0.75,4
838,1,3.00,1.00,238.00,0.00,238.00,238.00,0.00,238.00,,4,1.00,1
839,1,2.00,0.00,238.00,0.00,238.00,238.00,0.00,238.00,71.00,4,1.00,1
841,1,2.00,1.00,0.00,50.00,50.00,0.00,50.00,50.00,71.00,4,0.00,1
845,2,2.00,1.00,211.05,0.00,211.05,105.53,0.00,105.53,66.00,4,0.50,2
850,2,2.00,1.00,305.65,0.00,305.65,152.83,0.00,152.83,29.00,4,0.50,2
851,2,2.00,0.50,218.70,20.00,238.70,109.35,10.00,119.35,73.00,4,0.50,2
860,1,3.00,0.00,203.30,0.00,203.30,203.30,0.00,203.30,68.00,4,1.00,1
870,38,2.05,0.61,3711.00,340.00,4051.00,97.66,8.95,106.61,60.52,4,0.66,38
871,8,2.50,0.63,832.95,0.00,832.95,104.12,0.00,104.12,56.00,4,0.63,8
880,3,2.00,1.00,125.00,100.00,225.00,41.67,33.33,75.00,48.50,4,0.33,3
881,6,4.67,0.17,1367.05,27.95,1395.00,227.84,4.66,232.50,76.80,4,1.00,6
1350,1,3.00,0.00,90.00,60.00,150.00,90.00,60.00,150.00,,4,1.00,1
1360,1,2.00,1.00,330.00,0.00,330.00,330.00,0.00,330.00,,4,1.00,1
1460,1,1.00,0.00,150.00,0.00,150.00,150.00,0.00,150.00,70.00,4,1.00,1
1499,1,1.00,0.00,42.00,0.00,42.00,42.00,0.00,42.00,46.00,4,0.00,1
1565,2,5.00,1.00,514.00,100.00,614.00,257.00,50.00,307.00,60.50,4,1.00,2
1570,1,1.00,0.00,100.00,0.00,100.00,100.00,0.00,100.00,69.00,4,1.00,1
1671,1,1.00,0.00,255.00,0.00,255.00,255.00,0.00,255.00,,4,1.00,1
1675,2,1.00,0.00,119.00,0.00,119.00,59.50,0.00,59.50,82.00,4,0.00,2
1680,1,1.00,0.00,50.00,0.00,50.00,50.00,0.00,50.00,,4,0.00,1
1710,1,1.00,1.00,125.00,0.00,125.00,125.00,0.00,125.00,,4,1.00,1
1755,3,1.00,0.33,479.00,0.00,479.00,159.67,0.00,159.67,71.00,4,1.00,3
1765,2,5.50,0.50,124.00,0.00,124.00,62.00,0.00,62.00,,4,0.00,2
1790,1,9.00,1.00,149.00,0.00,149.00,149.00,0.00,149.00,64.00,4,1.00,1
1805,1,9.00,1.00,30.00,0.00,30.00,30.00,0.00,30.00,,4,0.00,1
1848,1,1.00,0.00,43.00,0.00,43.00,43.00,0.00,43.00,31.00,4,0.00,1
2000,4,3.00,1.00,1216.50,150.00,1366.50,304.13,37.50,341.63,67.00,4,1.00,4
2007,3,1.00,1.00,301.00,0.00,301.00,100.33,0.00,100.33,66.00,4,0.67,3
2008,3,3.67,0.67,194.00,0.00,194.00,64.67,0.00,64.67,45.00,4,0.33,3
2009,4,3.00,1.00,484.75,0.00,484.75,121.19,0.00,121.19,,4,0.75,4
2010,11,1.73,0.82,605.25,170.00,775.25,55.02,15.45,70.48,47.25,4,0.45,11
2011,4,3.00,0.75,398.00,0.00,398.00,99.50,0.00,99.50,60.00,4,0.75,4
2015,6,1.00,0.67,804.35,0.00,804.35,134.06,0.00,134.06,67.33,4,0.83,6
2016,6,5.00,0.50,463.25,0.00,463.25,77.21,0.00,77.21,71.50,4,0.33,6
2017,6,6.50,0.67,627.10,0.00,627.10,104.52,0.00,104.52,56.33,4,0.33,6
2018,12,2.33,0.67,657.00,48.00,705.00,54.75,4.00,58.75,71.50,4,0.25,12
2019,5,1.00,0.60,588.50,0.00,588.50,117.70,0.00,117.70,50.00,4,0.60,5
2020,13,3.46,0.69,860.75,141.75,1002.50,66.21,10.90,77.12,55.33,4,0.46,13
2021,25,2.60,0.52,3187.30,528.00,3715.30,127.49,21.12,148.61,60.00,4,0.76,25
2022,14,2.71,0.79,1631.90,70.00,1701.90,116.56,5.00,121.56,71.88,4,0.79,14
2023,15,3.13,0.67,1726.00,1126.00,2852.00,115.07,75.07,190.13,62.33,4,0.73,15
2024,13,5.38,0.92,906.00,138.00,1044.00,69.69,10.62,80.31,53.20,4,0.46,13
2025,13,2.85,0.54,1801.50,90.00,1891.50,138.58,6.92,145.50,63.80,4,0.69,13
2026,29,2.66,0.72,2455.70,790.55,3246.25,84.68,27.26,111.94,67.55,4,0.55,29
2027,7,3.43,0.57,2311.05,0.00,2311.05,330.15,0.00,330.15,76.50,4,0.86,7
2028,5,2.60,0.60,329.00,560.00,889.00,65.80,112.00,177.80,77.50,4,0.40,5
2029,17,2.41,0.59,1988.75,50.00,2038.75,116.99,2.94,119.93,65.50,4,0.59,17
2030,21,2.14,0.67,2809.05,108.55,2917.60,133.76,5.17,138.93,71.64,4,0.62,21
2031,43,2.56,0.53,3935.60,160.00,4095.60,91.53,3.72,95.25,57.50,4,0.56,43
2032,23,3.13,0.74,1898.60,130.00,2028.60,82.55,5.65,88.20,65.78,4,0.35,23
2033,12,1.67,0.50,1718.10,0.00,1718.10,143.18,0.00,143.18,71.86,4,0.83,12
2034,22,1.77,0.68,2285.50,115.00,2400.50,103.89,5.23,109.11,71.90,4,0.41,22
2035,29,3.31,0.59,2051.95,150.00,2201.95,70.76,5.17,75.93,59.67,4,0.45,29
2036,31,4.90,0.84,2145.75,55.00,2200.75,69.22,1.77,70.99,58.79,4,0.32,31
2037,14,2.79,0.50,2908.40,160.00,3068.40,207.74,11.43,219.17,65.00,4,0.71,14
2038,9,1.11,0.78,744.00,50.00,794.00,82.67,5.56,88.22,63.43,4,0.56,9
2039,6,6.83,0.67,776.40,0.00,776.40,129.40,0.00,129.40,65.80,4,0.67,6
2040,15,3.27,0.60,1195.50,656.00,1851.50,79.70,43.73,123.43,60.67,4,0.60,15
2041,31,3.68,0.77,3734.10,65.00,3799.10,120.45,2.10,122.55,65.53,4,0.74,31
2042,10,2.60,0.50,704.90,15.00,719.90,70.49,1.50,71.99,59.25,4,0.50,10
2043,2,2.00,0.50,104.00,0.00,104.00,52.00,0.00,52.00,68.50,4,0.00,2
2044,10,1.10,0.50,923.75,5.00,928.75,92.38,0.50,92.88,58.29,4,0.50,10
2045,14,2.14,0.50,1394.50,96.00,1490.50,99.61,6.86,106.46,54.30,4,0.57,14
2046,52,2.94,0.62,5601.10,340.00,5941.10,107.71,6.54,114.25,62.07,4,0.62,52
2047,15,3.67,0.73,908.50,150.00,1058.50,60.57,10.00,70.57,42.00,4,0.40,15
2048,5,5.80,1.00,419.50,120.00,539.50,83.90,24.00,107.90,65.50,4,0.80,5
2049,11,1.73,0.36,2754.20,20.00,2774.20,250.38,1.82,252.20,66.17,4,0.82,11
2050,4,7.00,0.75,248.40,60.00,308.40,62.10,15.00,77.10,60.50,4,0.50,4
2060,22,3.95,0.86,2945.15,275.00,3220.15,133.87,12.50,146.37,63.25,4,0.77,22
2061,3,3.67,0.33,184.00,0.00,184.00,61.33,0.00,61.33,,4,0.33,3
2062,9,2.78,0.67,1185.00,35.00,1220.00,131.67,3.89,135.56,58.67,4,0.78,9
2063,22,2.68,0.68,2559.25,264.80,2824.05,116.33,12.04,128.37,68.50,4,0.77,22
2064,16,1.56,0.75,2556.70,200.00,2756.70,159.79,12.50,172.29,60.00,4,0.81,16
2065,32,3.00,0.59,3804.90,295.00,4099.90,118.90,9.22,128.12,62.67,4,0.66,32
2066,52,2.75,0.60,6230.25,489.00,6719.25,119.81,9.40,129.22,62.42,4,0.69,52
2067,23,4.87,0.74,2909.50,107.00,3016.50,126.50,4.65,131.15,65.83,4,0.78,23
2068,36,2.61,0.53,3983.85,400.00,4383.85,110.66,11.11,121.77,61.60,4,0.61,36
2069,38,3.32,0.55,4028.50,130.00,4158.50,106.01,3.42,109.43,61.08,4,0.50,38
2070,33,2.76,0.58,3617.30,75.00,3692.30,109.62,2.27,111.89,58.79,4,0.61,33
2071,29,2.76,0.72,3621.30,78.00,3699.30,124.87,2.69,127.56,64.36,4,0.86,29
2072,21,1.86,0.71,1858.20,545.00,2403.20,88.49,25.95,114.44,60.29,4,0.67,21
2073,50,2.38,0.62,5092.15,383.00,5475.15,101.84,7.66,109.50,62.30,4,0.66,50
2074,60,3.10,0.60,8307.20,585.00,8892.20,138.45,9.75,148.20,66.90,4,0.73,60
2075,40,2.48,0.63,4414.45,239.20,4653.65,110.36,5.98,116.34,59.64,4,0.68,40
2076,59,2.86,0.59,6236.50,216.00,6452.50,105.70,3.66,109.36,64.05,4,0.56,59
2077,66,2.64,0.80,6940.30,5.00,6945.30,105.16,0.08,105.23,60.00,4,0.55,66
2079,25,2.04,0.48,2423.90,45.20,2469.10,96.96,1.81,98.76,61.80,4,0.60,25
2080,7,2.57,0.71,626.70,40.00,666.70,89.53,5.71,95.24,62.50,4,0.57,7
2081,10,3.30,0.60,1245.45,0.00,1245.45,124.55,0.00,124.55,53.67,4,0.50,10
2082,14,1.29,0.36,2222.30,110.00,2332.30,158.74,7.86,166.59,56.29,4,0.64,14
2083,7,2.29,0.43,834.50,0.00,834.50,119.21,0.00,119.21,70.00,4,0.71,7
2084,12,2.67,0.83,948.50,25.00,973.50,79.04,2.08,81.13,51.00,4,0.33,12
2085,39,3.18,0.67,4206.10,56.00,4262.10,107.85,1.44,109.28,64.36,4,0.64,39
2086,37,2.89,0.54,3600.25,195.00,3795.25,97.30,5.27,102.57,66.35,4,0.59,37
2087,42,1.93,0.64,4607.20,686.00,5293.20,109.70,16.33,126.03,63.53,4,0.69,42
2088,51,3.39,0.73,7174.75,1101.00,8275.75,140.68,21.59,162.27,68.35,4,0.65,51
2089,20,3.40,0.65,1701.85,385.00,2086.85,85.09,19.25,104.34,57.50,4,0.55,20
2090,19,3.58,0.58,1793.00,85.00,1878.00,94.37,4.47,98.84,69.73,4,0.53,19
2092,16,4.13,0.56,2180.55,48.00,2228.55,136.28,3.00,139.28,65.50,4,0.94,16
2093,60,3.28,0.65,5279.90,587.00,5866.90,88.00,9.78,97.78,61.19,4,0.63,60
2094,15,3.67,0.53,1284.60,175.00,1459.60,85.64,11.67,97.31,55.29,4,0.60,15
2095,15,3.07,0.67,2261.65,0.00,2261.65,150.78,0.00,150.78,61.43,4,0.67,15
2096,19,2.26,0.53,1427.60,160.00,1587.60,75.14,8.42,83.56,66.14,4,0.47,19
2097,29,1.83,0.72,2598.50,170.00,2768.50,89.60,5.86,95.47,58.60,4,0.52,29
2099,55,2.56,0.58,4481.90,415.00,4896.90,81.49,7.55,89.03,65.29,4,0.45,55
2100,36,3.22,0.56,3156.10,400.00,3556.10,87.67,11.11,98.78,58.95,4,0.61,36
2101,24,3.33,0.63,2626.65,0.00,2626.65,109.44,0.00,109.44,76.92,4,0.63,24
2102,10,5.60,0.80,821.00,20.00,841.00,82.10,2.00,84.10,60.25,4,0.60,10
2103,22,2.55,0.86,2261.45,50.00,2311.45,102.79,2.27,105.07,69.57,4,0.73,22
2104,10,1.90,0.90,2013.40,0.00,2013.40,201.34,0.00,201.34,72.33,4,0.70,10
2105,4,3.25,0.25,388.85,0.00,388.85,97.21,0.00,97.21,74.00,4,0.50,4
2106,26,5.04,0.92,1991.10,74.00,2065.10,76.58,2.85,79.43,66.60,4,0.46,26
2107,29,3.28,0.62,2768.30,235.00,3003.30,95.46,8.10,103.56,69.23,4,0.62,29
2108,4,5.50,0.75,320.00,0.00,320.00,80.00,0.00,80.00,64.00,4,0.50,4
2110,18,4.11,0.78,2856.55,592.00,3448.55,158.70,32.89,191.59,65.60,4,0.72,18
2111,31,2.35,0.58,4322.25,207.00,4529.25,139.43,6.68,146.10,66.85,4,0.74,31
2112,55,2.65,0.67,5098.60,275.00,5373.60,92.70,5.00,97.70,61.84,4,0.56,55
2113,43,2.37,0.49,3503.15,241.30,3744.45,81.47,5.61,87.08,67.36,4,0.53,43
2114,40,2.08,0.58,3273.30,359.00,3632.30,81.83,8.98,90.81,59.22,4,0.63,40
2115,12,4.50,0.83,980.10,20.00,1000.10,81.68,1.67,83.34,56.50,4,0.42,12
2116,10,4.20,0.70,734.15,50.00,784.15,73.42,5.00,78.42,64.60,4,0.50,10
2117,27,3.81,0.59,2572.50,96.00,2668.50,95.28,3.56,98.83,60.13,4,0.63,27
2118,46,2.37,0.65,3878.80,105.00,3983.80,84.32,2.28,86.60,57.50,4,0.46,46
2119,27,3.41,0.70,4411.00,500.00,4911.00,163.37,18.52,181.89,64.62,4,0.67,27
2120,61,2.75,0.59,5805.25,298.00,6103.25,95.17,4.89,100.05,52.29,4,0.66,61
2121,55,1.82,0.64,4011.00,415.00,4426.00,72.93,7.55,80.47,64.35,4,0.38,55
2122,62,2.61,0.63,6491.30,148.00,6639.30,104.70,2.39,107.09,67.86,4,0.53,62
2125,36,3.19,0.64,3634.35,145.00,3779.35,100.95,4.03,104.98,60.00,4,0.47,36
2126,50,3.12,0.68,4956.70,100.00,5056.70,99.13,2.00,101.13,62.14,4,0.50,50
2127,7,3.71,0.43,540.90,20.00,560.90,77.27,2.86,80.13,58.25,4,0.43,7
2128,2,1.00,0.50,99.00,0.00,99.00,49.50,0.00,49.50,55.00,4,0.00,2
2130,6,2.33,1.00,642.00,0.00,642.00,107.00,0.00,107.00,60.00,4,0.67,6
2131,22,2.14,0.68,2159.00,10.00,2169.00,98.14,0.45,98.59,65.50,4,0.41,22
2132,20,2.65,0.75,1420.45,220.00,1640.45,71.02,11.00,82.02,51.33,4,0.55,20
2133,18,2.50,0.78,1590.65,295.00,1885.65,88.37,16.39,104.76,56.78,4,0.61,18
2134,11,1.00,0.45,930.85,20.00,950.85,84.62,1.82,86.44,65.83,4,0.45,11
2135,27,1.63,0.56,4093.40,0.00,4093.40,151.61,0.00,151.61,58.91,4,0.81,27
2136,11,1.82,0.45,1037.60,0.00,1037.60,94.33,0.00,94.33,77.00,4,0.64,11
2137,37,2.59,0.51,3979.50,35.00,4014.50,107.55,0.95,108.50,63.63,4,0.51,37
2138,16,2.13,0.75,1950.90,0.00,1950.90,121.93,0.00,121.93,60.50,4,0.56,16
2140,4,3.00,0.75,75.00,110.00,185.00,18.75,27.50,46.25,45.33,4,0.25,4
2141,13,2.31,0.54,888.70,0.00,888.70,68.36,0.00,68.36,57.40,4,0.46,13
2142,13,4.15,0.69,1057.30,2.00,1059.30,81.33,0.15,81.48,60.75,4,0.23,13
2143,10,1.00,0.50,704.50,4.00,708.50,70.45,0.40,70.85,66.33,4,0.50,10
2144,10,1.00,0.70,861.50,0.00,861.50,86.15,0.00,86.15,68.75,4,0.40,10
2145,89,2.28,0.57,8600.20,380.00,8980.20,96.63,4.27,100.90,66.11,4,0.52,89
2146,24,2.46,0.75,1517.05,113.00,1630.05,63.21,4.71,67.92,63.58,4,0.33,24
2147,56,4.29,0.73,4850.75,150.00,5000.75,86.62,2.68,89.30,57.07,4,0.45,56
2148,83,2.88,0.66,6684.30,231.00,6915.30,80.53,2.78,83.32,64.67,4,0.42,83
2150,9,2.89,1.00,527.30,0.00,527.30,58.59,0.00,58.59,51.00,4,0.22,9
2151,32,2.81,0.59,3981.45,110.00,4091.45,124.42,3.44,127.86,62.50,4,0.75,32
2152,21,2.29,0.52,2033.70,46.00,2079.70,96.84,2.19,99.03,64.14,4,0.52,21
2153,136,2.82,0.60,15267.40,360.00,15627.40,112.26,2.65,114.91,62.75,4,0.59,136
2154,81,3.06,0.63,9241.15,385.55,9626.70,114.09,4.76,118.85,62.92,4,0.73,81
